blockname,availability,timeblock
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,19JAN2017:0000/19JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,19JAN2017:0600/19JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,19JAN2017:1200/19JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,19JAN2017:1800/19JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,20JAN2017:0000/20JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,20JAN2017:0600/20JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,20JAN2017:1200/20JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,20JAN2017:1800/20JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,21JAN2017:0000/21JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,21JAN2017:0600/21JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,21JAN2017:1200/21JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,21JAN2017:1800/21JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,22JAN2017:0000/22JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,22JAN2017:0600/22JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,22JAN2017:1200/22JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,22JAN2017:1800/22JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,23JAN2017:0000/23JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,23JAN2017:0600/23JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,23JAN2017:1200/23JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,23JAN2017:1800/23JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,24JAN2017:0000/24JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,24JAN2017:0600/24JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,24JAN2017:1200/24JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,24JAN2017:1800/24JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,25JAN2017:0000/25JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,25JAN2017:0600/25JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,25JAN2017:1200/25JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,25JAN2017:1800/25JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,26JAN2017:0000/26JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,26JAN2017:0600/26JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,26JAN2017:1200/26JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,26JAN2017:1800/26JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,27JAN2017:0000/27JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,27JAN2017:0600/27JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,27JAN2017:1200/27JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,27JAN2017:1800/27JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,28JAN2017:0000/28JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,28JAN2017:0600/28JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,28JAN2017:1200/28JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,28JAN2017:1800/28JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,29JAN2017:0000/29JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,29JAN2017:0600/29JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,29JAN2017:1200/29JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,29JAN2017:1800/29JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,30JAN2017:0000/30JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,30JAN2017:0600/30JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,30JAN2017:1200/30JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,30JAN2017:1800/30JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,31JAN2017:0000/31JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,31JAN2017:0600/31JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,31JAN2017:1200/31JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDFD-FCST,a,31JAN2017:1800/31JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0000/01JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0100/01JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0200/01JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0300/01JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0400/01JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0500/01JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0600/01JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0700/01JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0800/01JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0900/01JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1000/01JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1100/01JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1200/01JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1300/01JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1400/01JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1500/01JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1600/01JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1700/01JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1800/01JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1900/01JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2000/01JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2100/01JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2200/01JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2300/01JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0000/02JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0100/02JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0200/02JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0300/02JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0400/02JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0500/02JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0600/02JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0700/02JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0800/02JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0900/02JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1000/02JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1100/02JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1200/02JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1300/02JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1400/02JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1500/02JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1600/02JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1700/02JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1800/02JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1900/02JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:2000/02JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:2100/02JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:2200/02JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:2300/02JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0000/03JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0100/03JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0200/03JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0300/03JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0400/03JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0500/03JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0600/03JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0700/03JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0800/03JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:0900/03JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:1000/03JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:1100/03JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,m,03JAN2017:1200/03JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,m,03JAN2017:1300/03JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,m,03JAN2017:1400/03JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,m,03JAN2017:1500/03JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,m,03JAN2017:1600/03JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,m,03JAN2017:1700/03JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:1800/03JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:1900/03JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:2000/03JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:2100/03JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:2200/03JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,03JAN2017:2300/03JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0000/04JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0100/04JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0200/04JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0300/04JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0400/04JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0500/04JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0600/04JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0700/04JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0800/04JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:0900/04JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1000/04JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1100/04JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1200/04JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1300/04JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1400/04JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1500/04JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1600/04JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1700/04JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1800/04JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:1900/04JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:2000/04JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:2100/04JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:2200/04JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,04JAN2017:2300/04JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0000/05JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0100/05JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0200/05JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0300/05JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0400/05JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0500/05JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0600/05JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0700/05JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0800/05JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:0900/05JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1000/05JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1100/05JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1200/05JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1300/05JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1400/05JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1500/05JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1600/05JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1700/05JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1800/05JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:1900/05JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:2000/05JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:2100/05JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:2200/05JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,05JAN2017:2300/05JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0000/06JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0100/06JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0200/06JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0300/06JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0400/06JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0500/06JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0600/06JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0700/06JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0800/06JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:0900/06JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1000/06JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1100/06JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1200/06JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1300/06JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1400/06JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1500/06JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1600/06JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1700/06JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1800/06JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:1900/06JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:2000/06JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:2100/06JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:2200/06JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,06JAN2017:2300/06JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0000/07JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0100/07JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0200/07JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0300/07JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0400/07JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0500/07JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0600/07JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0700/07JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0800/07JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:0900/07JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1000/07JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1100/07JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1200/07JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1300/07JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1400/07JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1500/07JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1600/07JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1700/07JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1800/07JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:1900/07JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:2000/07JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:2100/07JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:2200/07JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,07JAN2017:2300/07JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0000/08JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0100/08JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0200/08JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0300/08JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0400/08JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0500/08JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0600/08JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0700/08JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0800/08JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:0900/08JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1000/08JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1100/08JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1200/08JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1300/08JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1400/08JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1500/08JAN2017:1600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1600/08JAN2017:1700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1700/08JAN2017:1800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1800/08JAN2017:1900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:1900/08JAN2017:2000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:2000/08JAN2017:2100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:2100/08JAN2017:2200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:2200/08JAN2017:2300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,08JAN2017:2300/08JAN2017:2400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0000/09JAN2017:0100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0100/09JAN2017:0200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0200/09JAN2017:0300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0300/09JAN2017:0400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0400/09JAN2017:0500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0500/09JAN2017:0600
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0600/09JAN2017:0700
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0700/09JAN2017:0800
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0800/09JAN2017:0900
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:0900/09JAN2017:1000
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:1000/09JAN2017:1100
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:1100/09JAN2017:1200
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:1200/09JAN2017:1300
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:1300/09JAN2017:1400
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:1400/09JAN2017:1500
SHG/MINNESOTA RIVER/PRECIP/NDGD-RTMA,a,09JAN2017:1500/09JAN2017:1600
