blockname,availability,timeblock
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:0300/27JAN2017:0400
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:0400/27JAN2017:0500
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:0500/27JAN2017:0600
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:0600/27JAN2017:0700
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:0700/27JAN2017:0800
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:0800/27JAN2017:0900
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:0900/27JAN2017:1000
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1000/27JAN2017:1100
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1100/27JAN2017:1200
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1200/27JAN2017:1300
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1300/27JAN2017:1400
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1400/27JAN2017:1500
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1500/27JAN2017:1600
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1600/27JAN2017:1700
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1700/27JAN2017:1800
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1800/27JAN2017:1900
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:1900/27JAN2017:2000
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:2000/27JAN2017:2100
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:2100/27JAN2017:2200
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:2200/27JAN2017:2300
SHG/NBPOTO/PRECIP/GRIDDED,a,27JAN2017:2300/27JAN2017:2400
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0000/28JAN2017:0100
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0100/28JAN2017:0200
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0200/28JAN2017:0300
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0300/28JAN2017:0400
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0400/28JAN2017:0500
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0500/28JAN2017:0600
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0600/28JAN2017:0700
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0700/28JAN2017:0800
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0800/28JAN2017:0900
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:0900/28JAN2017:1000
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1000/28JAN2017:1100
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1100/28JAN2017:1200
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1200/28JAN2017:1300
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1300/28JAN2017:1400
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1400/28JAN2017:1500
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1500/28JAN2017:1600
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1600/28JAN2017:1700
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1700/28JAN2017:1800
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1800/28JAN2017:1900
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:1900/28JAN2017:2000
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:2000/28JAN2017:2100
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:2100/28JAN2017:2200
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:2200/28JAN2017:2300
SHG/NBPOTO/PRECIP/GRIDDED,a,28JAN2017:2300/28JAN2017:2400
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0000/29JAN2017:0100
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0100/29JAN2017:0200
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0200/29JAN2017:0300
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0300/29JAN2017:0400
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0400/29JAN2017:0500
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0500/29JAN2017:0600
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0600/29JAN2017:0700
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0700/29JAN2017:0800
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0800/29JAN2017:0900
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:0900/29JAN2017:1000
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1000/29JAN2017:1100
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1100/29JAN2017:1200
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1200/29JAN2017:1300
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1300/29JAN2017:1400
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1400/29JAN2017:1500
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1500/29JAN2017:1600
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1600/29JAN2017:1700
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1700/29JAN2017:1800
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1800/29JAN2017:1900
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:1900/29JAN2017:2000
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:2000/29JAN2017:2100
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:2100/29JAN2017:2200
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:2200/29JAN2017:2300
SHG/NBPOTO/PRECIP/GRIDDED,a,29JAN2017:2300/29JAN2017:2400
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0000/30JAN2017:0100
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0100/30JAN2017:0200
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0200/30JAN2017:0300
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0300/30JAN2017:0400
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0400/30JAN2017:0500
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0500/30JAN2017:0600
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0600/30JAN2017:0700
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0700/30JAN2017:0800
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0800/30JAN2017:0900
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:0900/30JAN2017:1000
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1000/30JAN2017:1100
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1100/30JAN2017:1200
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1200/30JAN2017:1300
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1300/30JAN2017:1400
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1400/30JAN2017:1500
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1500/30JAN2017:1600
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1600/30JAN2017:1700
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1700/30JAN2017:1800
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1800/30JAN2017:1900
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:1900/30JAN2017:2000
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:2000/30JAN2017:2100
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:2100/30JAN2017:2200
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:2200/30JAN2017:2300
SHG/NBPOTO/PRECIP/GRIDDED,a,30JAN2017:2300/30JAN2017:2400
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0000/31JAN2017:0100
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0100/31JAN2017:0200
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0200/31JAN2017:0300
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0300/31JAN2017:0400
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0400/31JAN2017:0500
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0500/31JAN2017:0600
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0600/31JAN2017:0700
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0700/31JAN2017:0800
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0800/31JAN2017:0900
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:0900/31JAN2017:1000
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1000/31JAN2017:1100
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1100/31JAN2017:1200
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1200/31JAN2017:1300
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1300/31JAN2017:1400
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1400/31JAN2017:1500
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1500/31JAN2017:1600
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1600/31JAN2017:1700
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1700/31JAN2017:1800
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1800/31JAN2017:1900
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:1900/31JAN2017:2000
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:2000/31JAN2017:2100
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:2100/31JAN2017:2200
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:2200/31JAN2017:2300
SHG/NBPOTO/PRECIP/GRIDDED,a,31JAN2017:2300/31JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,01JAN2017:0000/01JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,01JAN2017:0600/01JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,01JAN2017:1200/01JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,01JAN2017:1800/01JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,02JAN2017:0000/02JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,02JAN2017:0600/02JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,02JAN2017:1200/02JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,02JAN2017:1800/02JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,03JAN2017:0000/03JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,03JAN2017:0600/03JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,03JAN2017:1200/03JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,03JAN2017:1800/03JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,04JAN2017:0000/04JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,04JAN2017:0600/04JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,04JAN2017:1200/04JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,04JAN2017:1800/04JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,05JAN2017:0000/05JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,05JAN2017:0600/05JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,05JAN2017:1200/05JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,05JAN2017:1800/05JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,06JAN2017:0000/06JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,06JAN2017:0600/06JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,06JAN2017:1200/06JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,06JAN2017:1800/06JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,07JAN2017:0000/07JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,07JAN2017:0600/07JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,07JAN2017:1200/07JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,07JAN2017:1800/07JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,08JAN2017:0000/08JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,08JAN2017:0600/08JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,08JAN2017:1200/08JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,08JAN2017:1800/08JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,09JAN2017:0000/09JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,09JAN2017:0600/09JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,09JAN2017:1200/09JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,09JAN2017:1800/09JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,10JAN2017:0000/10JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,10JAN2017:0600/10JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,10JAN2017:1200/10JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,10JAN2017:1800/10JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,11JAN2017:0000/11JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,11JAN2017:0600/11JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,11JAN2017:1200/11JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,11JAN2017:1800/11JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,12JAN2017:0000/12JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,12JAN2017:0600/12JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,12JAN2017:1200/12JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,12JAN2017:1800/12JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,13JAN2017:0000/13JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,13JAN2017:0600/13JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,13JAN2017:1200/13JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,13JAN2017:1800/13JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,14JAN2017:0000/14JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,14JAN2017:0600/14JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,14JAN2017:1200/14JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,14JAN2017:1800/14JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,15JAN2017:0000/15JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,15JAN2017:0600/15JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,15JAN2017:1200/15JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,15JAN2017:1800/15JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,16JAN2017:0000/16JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,16JAN2017:0600/16JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,16JAN2017:1200/16JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,16JAN2017:1800/16JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,17JAN2017:0000/17JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,17JAN2017:0600/17JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,17JAN2017:1200/17JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,17JAN2017:1800/17JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,18JAN2017:0000/18JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,18JAN2017:0600/18JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,18JAN2017:1200/18JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,18JAN2017:1800/18JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,19JAN2017:0000/19JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,19JAN2017:0600/19JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,19JAN2017:1200/19JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,19JAN2017:1800/19JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,20JAN2017:0000/20JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,20JAN2017:0600/20JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,20JAN2017:1200/20JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,20JAN2017:1800/20JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,21JAN2017:0000/21JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,21JAN2017:0600/21JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,21JAN2017:1200/21JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,21JAN2017:1800/21JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,22JAN2017:0000/22JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,22JAN2017:0600/22JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,22JAN2017:1200/22JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,22JAN2017:1800/22JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,23JAN2017:0000/23JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,23JAN2017:0600/23JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,23JAN2017:1200/23JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,23JAN2017:1800/23JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,24JAN2017:0000/24JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,24JAN2017:0600/24JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,24JAN2017:1200/24JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,24JAN2017:1800/24JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,25JAN2017:0000/25JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,25JAN2017:0600/25JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,25JAN2017:1200/25JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,25JAN2017:1800/25JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,26JAN2017:0000/26JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,26JAN2017:0600/26JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,26JAN2017:1200/26JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,26JAN2017:1800/26JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,27JAN2017:0000/27JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,27JAN2017:0600/27JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,27JAN2017:1200/27JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,27JAN2017:1800/27JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,28JAN2017:0000/28JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,28JAN2017:0600/28JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,28JAN2017:1200/28JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,28JAN2017:1800/28JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,29JAN2017:0000/29JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,29JAN2017:0600/29JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,29JAN2017:1200/29JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,29JAN2017:1800/29JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,30JAN2017:0000/30JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,30JAN2017:0600/30JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,30JAN2017:1200/30JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,30JAN2017:1800/30JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,31JAN2017:0000/31JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,31JAN2017:0600/31JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,31JAN2017:1200/31JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDFD-FCST,a,31JAN2017:1800/31JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0000/01JAN2017:0100
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0100/01JAN2017:0200
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0200/01JAN2017:0300
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0300/01JAN2017:0400
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0400/01JAN2017:0500
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0500/01JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0600/01JAN2017:0700
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0700/01JAN2017:0800
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0800/01JAN2017:0900
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:0900/01JAN2017:1000
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1000/01JAN2017:1100
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1100/01JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1200/01JAN2017:1300
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1300/01JAN2017:1400
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1400/01JAN2017:1500
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1500/01JAN2017:1600
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1600/01JAN2017:1700
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1700/01JAN2017:1800
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1800/01JAN2017:1900
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:1900/01JAN2017:2000
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2000/01JAN2017:2100
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2100/01JAN2017:2200
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2200/01JAN2017:2300
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,01JAN2017:2300/01JAN2017:2400
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0000/02JAN2017:0100
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0100/02JAN2017:0200
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0200/02JAN2017:0300
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0300/02JAN2017:0400
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0400/02JAN2017:0500
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0500/02JAN2017:0600
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0600/02JAN2017:0700
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0700/02JAN2017:0800
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0800/02JAN2017:0900
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:0900/02JAN2017:1000
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1000/02JAN2017:1100
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1100/02JAN2017:1200
SHG/RUSSIAN RIVER/PRECIP/NDGD-RTMA,a,02JAN2017:1200/02JAN2017:1300
