
     HECDSS Complete Catalog of Record Pathnames in File precip.2017.01.dss

     Catalog Created on Oct 27, 2017 at 13:28    File Created on Dec 31, 2016
     Number of Records:   3864                   DSS Version 6-SA,  File 6-UE
     Sort Order: ABCFED

  Ref.                     Last Written
 Number   Tag     Program   Date  Time  Type Vers Data        Record Pathname
   628  T1088     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1400/08JAN2017:1500/NDGD-RTMA/
   629  T1089     Undefi  31JAN17 17:25  GAT  97   90   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1500/08JAN2017:1600/NDGD-RTMA/
   630  T1093     Undefi  31JAN17 17:25  GAT  97  119   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1600/08JAN2017:1700/NDGD-RTMA/
   631  T1109     Undefi  31JAN17 17:25  GAT  97  171   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1700/08JAN2017:1800/NDGD-RTMA/
   632  T1111     Undefi  31JAN17 17:25  GAT  97  885   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1800/08JAN2017:1900/NDGD-RTMA/
   633  T1115     Undefi  31JAN17 17:25  GAT  97 1411   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1900/08JAN2017:2000/NDGD-RTMA/
   634  T1116     Undefi  31JAN17 17:25  GAT  97 2254   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:2000/08JAN2017:2100/NDGD-RTMA/
   635  T1120     Undefi  31JAN17 17:25  GAT  97 1781   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:2100/08JAN2017:2200/NDGD-RTMA/
   636  T1124     Undefi  31JAN17 17:25  GAT  97  717   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:2200/08JAN2017:2300/NDGD-RTMA/
   637  T1129     Undefi  31JAN17 17:25  GAT  97  624   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:2300/08JAN2017:2400/NDGD-RTMA/
   638  T1131     Undefi  31JAN17 17:25  GAT  97  590   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0000/09JAN2017:0100/NDGD-RTMA/
   639  T1136     Undefi  31JAN17 17:25  GAT  97  168   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0100/09JAN2017:0200/NDGD-RTMA/
   640  T1139     Undefi  31JAN17 17:25  GAT  97   34   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0200/09JAN2017:0300/NDGD-RTMA/
   641  T1142     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0300/09JAN2017:0400/NDGD-RTMA/
   642  T1144     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0400/09JAN2017:0500/NDGD-RTMA/
   643  T1151     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0500/09JAN2017:0600/NDGD-RTMA/
   644  T1154     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0600/09JAN2017:0700/NDGD-RTMA/
   645  T1157     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0700/09JAN2017:0800/NDGD-RTMA/
   646  T1160     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0800/09JAN2017:0900/NDGD-RTMA/
   647  T1166     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0900/09JAN2017:1000/NDGD-RTMA/
   648  T1169     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1000/09JAN2017:1100/NDGD-RTMA/
   649  T1175     Undefi  31JAN17 17:25  GAT  97  654   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1100/09JAN2017:1200/NDGD-RTMA/
   650  T1177     Undefi  31JAN17 17:25  GAT  97  665   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1200/09JAN2017:1300/NDGD-RTMA/
   651  T1180     Undefi  31JAN17 17:25  GAT  97 3010   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1300/09JAN2017:1400/NDGD-RTMA/
   652  T1184     Undefi  31JAN17 17:25  GAT  97 7542   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1400/09JAN2017:1500/NDGD-RTMA/
   653  T1187     Undefi  31JAN17 17:25  GAT  97 8793   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1500/09JAN2017:1600/NDGD-RTMA/
   654  T1189     Undefi  31JAN17 17:25  GAT  97 8655   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1600/09JAN2017:1700/NDGD-RTMA/
   655  T1205     Undefi  31JAN17 17:25  GAT  97 6328   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1700/09JAN2017:1800/NDGD-RTMA/
   656  T1208     Undefi  31JAN17 17:25  GAT  97 4377   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1800/09JAN2017:1900/NDGD-RTMA/
   657  T1210     Undefi  31JAN17 17:25  GAT  97 3542   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:1900/09JAN2017:2000/NDGD-RTMA/
   658  T1214     Undefi  31JAN17 17:25  GAT  97 3125   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:2000/09JAN2017:2100/NDGD-RTMA/
   659  T1216     Undefi  31JAN17 17:25  GAT  97 1821   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:2100/09JAN2017:2200/NDGD-RTMA/
   660  T1219     Undefi  31JAN17 17:25  GAT  97  445   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:2200/09JAN2017:2300/NDGD-RTMA/
   661  T1226     Undefi  31JAN17 17:25  GAT  97  244   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:2300/09JAN2017:2400/NDGD-RTMA/
   662  T1227     Undefi  31JAN17 17:25  GAT  97 2578   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0000/10JAN2017:0100/NDGD-RTMA/
   663  T1232     Undefi  31JAN17 17:25  GAT  97 3010   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0100/10JAN2017:0200/NDGD-RTMA/
   664  T1235     Undefi  31JAN17 17:25  GAT  97 2114   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0200/10JAN2017:0300/NDGD-RTMA/
   665  T1238     Undefi  31JAN17 17:25  GAT  97  773   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0300/10JAN2017:0400/NDGD-RTMA/
   666  T1241     Undefi  31JAN17 17:25  GAT  97  779   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0400/10JAN2017:0500/NDGD-RTMA/
   667  T1247     Undefi  31JAN17 17:25  GAT  97 1363   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0500/10JAN2017:0600/NDGD-RTMA/
   668  T1250     Undefi  31JAN17 17:25  GAT  97 1955   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0600/10JAN2017:0700/NDGD-RTMA/
   669  T1253     Undefi  31JAN17 17:25  GAT  97 2805   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0700/10JAN2017:0800/NDGD-RTMA/
   670  T1256     Undefi  31JAN17 17:25  GAT  97 2942   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0800/10JAN2017:0900/NDGD-RTMA/
   671  T1262     Undefi  31JAN17 17:25  GAT  97 4021   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:0900/10JAN2017:1000/NDGD-RTMA/
   672  T1264     Undefi  31JAN17 17:25  GAT  97 6358   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1000/10JAN2017:1100/NDGD-RTMA/
   673  T1271     Undefi  31JAN17 17:25  GAT  97 9021   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1100/10JAN2017:1200/NDGD-RTMA/
   674  T1272     Undefi  31JAN17 17:25  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1200/10JAN2017:1300/NDGD-RTMA/
   675  T1277     Undefi  31JAN17 17:25  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1300/10JAN2017:1400/NDGD-RTMA/
   676  T1280     Undefi  31JAN17 17:25  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1400/10JAN2017:1500/NDGD-RTMA/
   677  T1283     Undefi  31JAN17 17:25  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1500/10JAN2017:1600/NDGD-RTMA/
   678  T1286     Undefi  31JAN17 17:25  GAT  97 7346   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1600/10JAN2017:1700/NDGD-RTMA/
   679  T1299     Undefi  31JAN17 17:25  GAT  97 3879   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1700/10JAN2017:1800/NDGD-RTMA/
   680  T1303     Undefi  31JAN17 17:25  GAT  97 1856   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1800/10JAN2017:1900/NDGD-RTMA/
   681  T1307     Undefi  31JAN17 17:25  GAT  97  801   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:1900/10JAN2017:2000/NDGD-RTMA/
   682  T1310     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:2000/10JAN2017:2100/NDGD-RTMA/
   683  T1313     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:2100/10JAN2017:2200/NDGD-RTMA/
   684  T1315     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:2200/10JAN2017:2300/NDGD-RTMA/
   685  T1321     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/10JAN2017:2300/10JAN2017:2400/NDGD-RTMA/
   686  T1325     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0000/11JAN2017:0100/NDGD-RTMA/
   687  T1327     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0100/11JAN2017:0200/NDGD-RTMA/
   688  T1331     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0200/11JAN2017:0300/NDGD-RTMA/
   689  T1334     Undefi  31JAN17 17:25  GAT  97  555   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0300/11JAN2017:0400/NDGD-RTMA/
   690  T1336     Undefi  31JAN17 17:25  GAT  97 5159   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0400/11JAN2017:0500/NDGD-RTMA/
   691  T1343     Undefi  31JAN17 17:25  GAT  97 5802   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0500/11JAN2017:0600/NDGD-RTMA/
   692  T1346     Undefi  31JAN17 17:25  GAT  97 6830   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0600/11JAN2017:0700/NDGD-RTMA/
   693  T1348     Undefi  31JAN17 17:25  GAT  97 4197   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0700/11JAN2017:0800/NDGD-RTMA/
   694  T1352     Undefi  31JAN17 17:25  GAT  97 2755   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0800/11JAN2017:0900/NDGD-RTMA/
   695  T1364     Undefi  31JAN17 17:25  GAT  97  792   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:0900/11JAN2017:1000/NDGD-RTMA/
   696  T1366     Undefi  31JAN17 17:25  GAT  97 1229   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1000/11JAN2017:1100/NDGD-RTMA/
   697  T1375     Undefi  31JAN17 17:25  GAT  97 3040   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1100/11JAN2017:1200/NDGD-RTMA/
   698  T1378     Undefi  31JAN17 17:25  GAT  97 5466   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1200/11JAN2017:1300/NDGD-RTMA/
   699  T1382     Undefi  31JAN17 17:25  GAT  97 5497   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1300/11JAN2017:1400/NDGD-RTMA/
   700  T1385     Undefi  31JAN17 17:25  GAT  97 4306   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1400/11JAN2017:1500/NDGD-RTMA/
   701  T1388     Undefi  31JAN17 17:25  GAT  97 2741   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1500/11JAN2017:1600/NDGD-RTMA/
   702  T1391     Undefi  31JAN17 17:25  GAT  97 1087   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1600/11JAN2017:1700/NDGD-RTMA/
   703  T1394     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:1900/11JAN2017:2000/NDGD-RTMA/
   704  T1397     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:2000/11JAN2017:2100/NDGD-RTMA/
   705  T1400     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:2100/11JAN2017:2200/NDGD-RTMA/
   706  T1403     Undefi  31JAN17 17:25  GAT  97   15   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:2200/11JAN2017:2300/NDGD-RTMA/
   707  T1408     Undefi  31JAN17 17:25  GAT  97  147   /SHG/MINNESOTA RIVER/PRECIP/11JAN2017:2300/11JAN2017:2400/NDGD-RTMA/
   708  T1508     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0000/12JAN2017:0100/NDGD-RTMA/
   709  T1411     Undefi  31JAN17 17:25  GAT  97   65   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0100/12JAN2017:0200/NDGD-RTMA/
   710  T1415     Undefi  31JAN17 17:25  GAT  97   44   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0200/12JAN2017:0300/NDGD-RTMA/
   711  T1418     Undefi  31JAN17 17:25  GAT  97  553   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0300/12JAN2017:0400/NDGD-RTMA/
   712  T1421     Undefi  31JAN17 17:25  GAT  97   16   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0400/12JAN2017:0500/NDGD-RTMA/
   713  T1430     Undefi  31JAN17 17:25  GAT  97  255   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0500/12JAN2017:0600/NDGD-RTMA/
   714  T1433     Undefi  31JAN17 17:25  GAT  97   78   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0600/12JAN2017:0700/NDGD-RTMA/
   715  T1436     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0700/12JAN2017:0800/NDGD-RTMA/
   716  T1439     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0800/12JAN2017:0900/NDGD-RTMA/
   717  T1445     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:0900/12JAN2017:1000/NDGD-RTMA/
   718  T1448     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1000/12JAN2017:1100/NDGD-RTMA/
   719  T1454     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1100/12JAN2017:1200/NDGD-RTMA/
   720  T1457     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1200/12JAN2017:1300/NDGD-RTMA/
   721  T1460     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1300/12JAN2017:1400/NDGD-RTMA/
   722  T1463     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1400/12JAN2017:1500/NDGD-RTMA/
   723  T1466     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1500/12JAN2017:1600/NDGD-RTMA/
   724  T1469     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1600/12JAN2017:1700/NDGD-RTMA/
   725  T1484     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1700/12JAN2017:1800/NDGD-RTMA/
   726  T1485     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1800/12JAN2017:1900/NDGD-RTMA/
   727  T1490     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:1900/12JAN2017:2000/NDGD-RTMA/
   728  T1493     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:2000/12JAN2017:2100/NDGD-RTMA/
   729  T1494     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:2100/12JAN2017:2200/NDGD-RTMA/
   730  T1498     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:2200/12JAN2017:2300/NDGD-RTMA/
   731  T1505     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/12JAN2017:2300/12JAN2017:2400/NDGD-RTMA/
   732  T1511     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0100/13JAN2017:0200/NDGD-RTMA/
   733  T1514     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0200/13JAN2017:0300/NDGD-RTMA/
   734  T1516     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0300/13JAN2017:0400/NDGD-RTMA/
   735  T1520     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0400/13JAN2017:0500/NDGD-RTMA/
   736  T1525     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0500/13JAN2017:0600/NDGD-RTMA/
   737  T1529     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0600/13JAN2017:0700/NDGD-RTMA/
   738  T1532     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0700/13JAN2017:0800/NDGD-RTMA/
   739  T1535     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0800/13JAN2017:0900/NDGD-RTMA/
   740  T1549     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:0900/13JAN2017:1000/NDGD-RTMA/
   741  T1586     Undefi  31JAN17 17:25  GAT  97   99   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1000/13JAN2017:1100/NDGD-RTMA/
   742  T1592     Undefi  31JAN17 17:25  GAT  97  744   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1100/13JAN2017:1200/NDGD-RTMA/
   743  T1595     Undefi  31JAN17 17:25  GAT  97 1696   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1200/13JAN2017:1300/NDGD-RTMA/
   744  T1598     Undefi  31JAN17 17:25  GAT  97 3579   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1300/13JAN2017:1400/NDGD-RTMA/
   745  T1601     Undefi  31JAN17 17:25  GAT  97 3173   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1400/13JAN2017:1500/NDGD-RTMA/
   746  T1603     Undefi  31JAN17 17:25  GAT  97 2685   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1500/13JAN2017:1600/NDGD-RTMA/
   747  T1607     Undefi  31JAN17 17:25  GAT  97  307   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1600/13JAN2017:1700/NDGD-RTMA/
   748  T1661     Undefi  31JAN17 17:25  GAT  97   99   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1700/13JAN2017:1800/NDGD-RTMA/
   749  T1679     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1800/13JAN2017:1900/NDGD-RTMA/
   750  T1682     Undefi  31JAN17 17:25  GAT  97   13   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:1900/13JAN2017:2000/NDGD-RTMA/
   751  T1685     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:2000/13JAN2017:2100/NDGD-RTMA/
   752  T1688     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:2100/13JAN2017:2200/NDGD-RTMA/
   753  T1695     Undefi  31JAN17 17:25  GAT  96    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:2200/13JAN2017:2300/NDGD-RTMA/
   754  T1698     Undefi  31JAN17 17:25  GAT  96    1   /SHG/MINNESOTA RIVER/PRECIP/13JAN2017:2300/13JAN2017:2400/NDGD-RTMA/
   755  T1713     Undefi  31JAN17 17:25  GAT  96    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0000/14JAN2017:0100/NDGD-RTMA/
   756  T1720     Undefi  31JAN17 17:25  GAT  95    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0100/14JAN2017:0200/NDGD-RTMA/
   757  T1723     Undefi  31JAN17 17:25  GAT  95    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0200/14JAN2017:0300/NDGD-RTMA/
   758  T1726     Undefi  31JAN17 17:25  GAT  95    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0300/14JAN2017:0400/NDGD-RTMA/
   759  T1729     Undefi  31JAN17 17:25  GAT  95    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0400/14JAN2017:0500/NDGD-RTMA/
   760  T1736     Undefi  31JAN17 17:25  GAT  94    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0500/14JAN2017:0600/NDGD-RTMA/
   761  T1739     Undefi  31JAN17 17:25  GAT  94    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0600/14JAN2017:0700/NDGD-RTMA/
   762  T1742     Undefi  31JAN17 17:25  GAT  94    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0700/14JAN2017:0800/NDGD-RTMA/
   763  T1748     Undefi  31JAN17 17:25  GAT  94    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0800/14JAN2017:0900/NDGD-RTMA/
   764  T1766     Undefi  31JAN17 17:25  GAT  93    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:0900/14JAN2017:1000/NDGD-RTMA/
   765  T1768     Undefi  31JAN17 17:25  GAT  93    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1000/14JAN2017:1100/NDGD-RTMA/
   766  T1771     Undefi  31JAN17 17:25  GAT  93    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1100/14JAN2017:1200/NDGD-RTMA/
   767  T1774     Undefi  31JAN17 17:25  GAT  93    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1200/14JAN2017:1300/NDGD-RTMA/
   768  T1782     Undefi  31JAN17 17:25  GAT  92    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1300/14JAN2017:1400/NDGD-RTMA/
   769  T1783     Undefi  31JAN17 17:25  GAT  92    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1400/14JAN2017:1500/NDGD-RTMA/
   770  T1787     Undefi  31JAN17 17:25  GAT  92    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1500/14JAN2017:1600/NDGD-RTMA/
   771  T1790     Undefi  31JAN17 17:25  GAT  92    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1600/14JAN2017:1700/NDGD-RTMA/
   772  T1799     Undefi  31JAN17 17:25  GAT  91    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1700/14JAN2017:1800/NDGD-RTMA/
   773  T1800     Undefi  31JAN17 17:25  GAT  91    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1800/14JAN2017:1900/NDGD-RTMA/
   774  T1805     Undefi  31JAN17 17:25  GAT  91    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:1900/14JAN2017:2000/NDGD-RTMA/
   775  T1808     Undefi  31JAN17 17:25  GAT  91    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:2000/14JAN2017:2100/NDGD-RTMA/
   776  T1815     Undefi  31JAN17 17:25  GAT  90    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:2100/14JAN2017:2200/NDGD-RTMA/
   777  T1819     Undefi  31JAN17 17:25  GAT  90    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:2200/14JAN2017:2300/NDGD-RTMA/
   778  T1825     Undefi  31JAN17 17:25  GAT  90    1   /SHG/MINNESOTA RIVER/PRECIP/14JAN2017:2300/14JAN2017:2400/NDGD-RTMA/
   779  T1836     Undefi  31JAN17 17:25  GAT  90    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0000/15JAN2017:0100/NDGD-RTMA/
   780  T1844     Undefi  31JAN17 17:25  GAT  89    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0100/15JAN2017:0200/NDGD-RTMA/
   781  T1847     Undefi  31JAN17 17:25  GAT  89    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0200/15JAN2017:0300/NDGD-RTMA/
   782  T1850     Undefi  31JAN17 17:25  GAT  89    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0300/15JAN2017:0400/NDGD-RTMA/
   783  T1853     Undefi  31JAN17 17:25  GAT  89    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0400/15JAN2017:0500/NDGD-RTMA/
   784  T1860     Undefi  31JAN17 17:25  GAT  88   51   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0500/15JAN2017:0600/NDGD-RTMA/
   785  T1862     Undefi  31JAN17 17:25  GAT  88   70   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0600/15JAN2017:0700/NDGD-RTMA/
   786  T1865     Undefi  31JAN17 17:25  GAT  88   27   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0700/15JAN2017:0800/NDGD-RTMA/
   787  T1880     Undefi  31JAN17 17:25  GAT  88    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0800/15JAN2017:0900/NDGD-RTMA/
   788  T1889     Undefi  31JAN17 17:25  GAT  87    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:0900/15JAN2017:1000/NDGD-RTMA/
   789  T1893     Undefi  31JAN17 17:25  GAT  87    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1000/15JAN2017:1100/NDGD-RTMA/
   790  T1896     Undefi  31JAN17 17:25  GAT  87    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1100/15JAN2017:1200/NDGD-RTMA/
   791  T1899     Undefi  31JAN17 17:25  GAT  87    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1200/15JAN2017:1300/NDGD-RTMA/
