
     HECDSS Complete Catalog of Record Pathnames in File precip.2017.01.dss

     Catalog Created on Oct 27, 2017 at 13:28    File Created on Dec 31, 2016
     Number of Records:   3864                   DSS Version 6-SA,  File 6-UE
     Sort Order: ABCFED

  Ref.                     Last Written
 Number   Tag     Program   Date  Time  Type Vers Data        Record Pathname
  3391  T1863     Undefi  31JAN17 17:25  GAT  88    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:0600/15JAN2017:0700/NDGD-RTMA/
  3392  T1866     Undefi  31JAN17 17:25  GAT  88    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:0700/15JAN2017:0800/NDGD-RTMA/
  3393  T1881     Undefi  31JAN17 17:25  GAT  88    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:0800/15JAN2017:0900/NDGD-RTMA/
  3394  T1890     Undefi  31JAN17 17:25  GAT  87    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:0900/15JAN2017:1000/NDGD-RTMA/
  3395  T1892     Undefi  31JAN17 17:25  GAT  87    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1000/15JAN2017:1100/NDGD-RTMA/
  3396  T1895     Undefi  31JAN17 17:25  GAT  87    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1100/15JAN2017:1200/NDGD-RTMA/
  3397  T1898     Undefi  31JAN17 17:25  GAT  87    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1200/15JAN2017:1300/NDGD-RTMA/
  3398  T1905     Undefi  31JAN17 17:25  GAT  86    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1300/15JAN2017:1400/NDGD-RTMA/
  3399  T1909     Undefi  31JAN17 17:25  GAT  86    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1400/15JAN2017:1500/NDGD-RTMA/
  3400  T1912     Undefi  31JAN17 17:25  GAT  86    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1500/15JAN2017:1600/NDGD-RTMA/
  3401  T1915     Undefi  31JAN17 17:25  GAT  86 1191   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1600/15JAN2017:1700/NDGD-RTMA/
  3402  T1923     Undefi  31JAN17 17:25  GAT  85    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1700/15JAN2017:1800/NDGD-RTMA/
  3403  T1925     Undefi  31JAN17 17:25  GAT  85    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1800/15JAN2017:1900/NDGD-RTMA/
  3404  T1929     Undefi  31JAN17 17:25  GAT  85    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:1900/15JAN2017:2000/NDGD-RTMA/
  3405  T1931     Undefi  31JAN17 17:25  GAT  85    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:2000/15JAN2017:2100/NDGD-RTMA/
  3406  T1940     Undefi  31JAN17 17:25  GAT  84    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:2100/15JAN2017:2200/NDGD-RTMA/
  3407  T1942     Undefi  31JAN17 17:25  GAT  84    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:2200/15JAN2017:2300/NDGD-RTMA/
  3408  T1951     Undefi  31JAN17 17:25  GAT  84    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/15JAN2017:2300/15JAN2017:2400/NDGD-RTMA/
  3409  T1961     Undefi  31JAN17 17:25  GAT  84    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0000/16JAN2017:0100/NDGD-RTMA/
  3410  T1967     Undefi  31JAN17 17:25  GAT  83    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0100/16JAN2017:0200/NDGD-RTMA/
  3411  T1970     Undefi  31JAN17 17:25  GAT  83    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0200/16JAN2017:0300/NDGD-RTMA/
  3412  T1974     Undefi  31JAN17 17:25  GAT  83    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0300/16JAN2017:0400/NDGD-RTMA/
  3413  T1976     Undefi  31JAN17 17:25  GAT  83    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0400/16JAN2017:0500/NDGD-RTMA/
  3414  T1984     Undefi  31JAN17 17:25  GAT  82    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0500/16JAN2017:0600/NDGD-RTMA/
  3415  T1986     Undefi  31JAN17 17:25  GAT  82    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0600/16JAN2017:0700/NDGD-RTMA/
  3416  T1989     Undefi  31JAN17 17:25  GAT  82    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0700/16JAN2017:0800/NDGD-RTMA/
  3417  T2005     Undefi  31JAN17 17:25  GAT  82    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0800/16JAN2017:0900/NDGD-RTMA/
  3418  T2013     Undefi  31JAN17 17:25  GAT  81    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:0900/16JAN2017:1000/NDGD-RTMA/
  3419  T2016     Undefi  31JAN17 17:25  GAT  81    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1000/16JAN2017:1100/NDGD-RTMA/
  3420  T2019     Undefi  31JAN17 17:25  GAT  81    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1100/16JAN2017:1200/NDGD-RTMA/
  3421  T2023     Undefi  31JAN17 17:25  GAT  81   37   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1200/16JAN2017:1300/NDGD-RTMA/
  3422  T2028     Undefi  31JAN17 17:25  GAT  80   32   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1300/16JAN2017:1400/NDGD-RTMA/
  3423  T2032     Undefi  31JAN17 17:25  GAT  80    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1400/16JAN2017:1500/NDGD-RTMA/
  3424  T2035     Undefi  31JAN17 17:25  GAT  80   18   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1500/16JAN2017:1600/NDGD-RTMA/
  3425  T2037     Undefi  31JAN17 17:25  GAT  80   15   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1600/16JAN2017:1700/NDGD-RTMA/
  3426  T2046     Undefi  31JAN17 17:25  GAT  79    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1700/16JAN2017:1800/NDGD-RTMA/
  3427  T2050     Undefi  31JAN17 17:25  GAT  79    9   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1800/16JAN2017:1900/NDGD-RTMA/
  3428  T2052     Undefi  31JAN17 17:25  GAT  79    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:1900/16JAN2017:2000/NDGD-RTMA/
  3429  T2056     Undefi  31JAN17 17:25  GAT  79    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:2000/16JAN2017:2100/NDGD-RTMA/
  3430  T2063     Undefi  31JAN17 17:25  GAT  78  100   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:2100/16JAN2017:2200/NDGD-RTMA/
  3431  T2067     Undefi  31JAN17 17:25  GAT  78  193   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:2200/16JAN2017:2300/NDGD-RTMA/
  3432  T2079     Undefi  31JAN17 17:25  GAT  78  335   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/16JAN2017:2300/16JAN2017:2400/NDGD-RTMA/
  3433  T2084     Undefi  31JAN17 17:25  GAT  78  414   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0000/17JAN2017:0100/NDGD-RTMA/
  3434  T2091     Undefi  31JAN17 17:25  GAT  77  503   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0100/17JAN2017:0200/NDGD-RTMA/
  3435  T2094     Undefi  31JAN17 17:25  GAT  77  191   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0200/17JAN2017:0300/NDGD-RTMA/
  3436  T2097     Undefi  31JAN17 17:25  GAT  77   71   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0300/17JAN2017:0400/NDGD-RTMA/
  3437  T2101     Undefi  31JAN17 17:25  GAT  77  185   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0400/17JAN2017:0500/NDGD-RTMA/
  3438  T2107     Undefi  31JAN17 17:25  GAT  76  296   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0500/17JAN2017:0600/NDGD-RTMA/
  3439  T2110     Undefi  31JAN17 17:25  GAT  76   46   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0600/17JAN2017:0700/NDGD-RTMA/
  3440  T2113     Undefi  31JAN17 17:25  GAT  76   30   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0700/17JAN2017:0800/NDGD-RTMA/
  3441  T2116     Undefi  31JAN17 17:25  GAT  76  104   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0800/17JAN2017:0900/NDGD-RTMA/
  3442  T2125     Undefi  31JAN17 17:25  GAT  75  699   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:0900/17JAN2017:1000/NDGD-RTMA/
  3443  T2140     Undefi  31JAN17 17:25  GAT  75  904   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1000/17JAN2017:1100/NDGD-RTMA/
  3444  T2143     Undefi  31JAN17 17:25  GAT  75  817   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1100/17JAN2017:1200/NDGD-RTMA/
  3445  T2147     Undefi  31JAN17 17:25  GAT  75  791   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1200/17JAN2017:1300/NDGD-RTMA/
  3446  T2153     Undefi  31JAN17 17:25  GAT  74 1723   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1300/17JAN2017:1400/NDGD-RTMA/
  3447  T2156     Undefi  31JAN17 17:25  GAT  74 3802   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1400/17JAN2017:1500/NDGD-RTMA/
  3448  T2160     Undefi  31JAN17 17:25  GAT  74 6005   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1500/17JAN2017:1600/NDGD-RTMA/
  3449  T2163     Undefi  31JAN17 17:25  GAT  74 5917   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1600/17JAN2017:1700/NDGD-RTMA/
  3450  T2170     Undefi  31JAN17 17:25  GAT  73 5664   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1700/17JAN2017:1800/NDGD-RTMA/
  3451  T2173     Undefi  31JAN17 17:25  GAT  73 5255   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1800/17JAN2017:1900/NDGD-RTMA/
  3452  T2177     Undefi  31JAN17 17:25  GAT  73 5209   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:1900/17JAN2017:2000/NDGD-RTMA/
  3453  T2180     Undefi  31JAN17 17:25  GAT  73 5850   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:2000/17JAN2017:2100/NDGD-RTMA/
  3454  T2188     Undefi  31JAN17 17:25  GAT  72 5736   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:2100/17JAN2017:2200/NDGD-RTMA/
  3455  T2190     Undefi  31JAN17 17:25  GAT  72 4409   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:2200/17JAN2017:2300/NDGD-RTMA/
  3456  T2200     Undefi  31JAN17 17:25  GAT  72 2988   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/17JAN2017:2300/17JAN2017:2400/NDGD-RTMA/
  3457  T2208     Undefi  31JAN17 17:25  GAT  72 3126   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0000/18JAN2017:0100/NDGD-RTMA/
  3458  T2216     Undefi  31JAN17 17:25  GAT  71 3465   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0100/18JAN2017:0200/NDGD-RTMA/
  3459  T2218     Undefi  31JAN17 17:25  GAT  71 3282   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0200/18JAN2017:0300/NDGD-RTMA/
  3460  T2221     Undefi  31JAN17 17:25  GAT  71 2891   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0300/18JAN2017:0400/NDGD-RTMA/
  3461  T2224     Undefi  31JAN17 17:25  GAT  71 2991   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0400/18JAN2017:0500/NDGD-RTMA/
  3462  T2231     Undefi  31JAN17 17:25  GAT  70 2718   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0500/18JAN2017:0600/NDGD-RTMA/
  3463  T2234     Undefi  31JAN17 17:25  GAT  70 4366   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0600/18JAN2017:0700/NDGD-RTMA/
  3464  T2237     Undefi  31JAN17 17:25  GAT  70 2714   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0700/18JAN2017:0800/NDGD-RTMA/
  3465  T2241     Undefi  31JAN17 17:25  GAT  70 2064   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0800/18JAN2017:0900/NDGD-RTMA/
  3466  T2252     Undefi  31JAN17 17:25  GAT  69 1588   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:0900/18JAN2017:1000/NDGD-RTMA/
  3467  T2264     Undefi  31JAN17 17:25  GAT  69 1542   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1000/18JAN2017:1100/NDGD-RTMA/
  3468  T2268     Undefi  31JAN17 17:25  GAT  69 1425   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1100/18JAN2017:1200/NDGD-RTMA/
  3469  T2271     Undefi  31JAN17 17:25  GAT  69 2539   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1200/18JAN2017:1300/NDGD-RTMA/
  3470  T2277     Undefi  31JAN17 17:25  GAT  68 3544   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1300/18JAN2017:1400/NDGD-RTMA/
  3471  T2281     Undefi  31JAN17 17:25  GAT  68 2951   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1400/18JAN2017:1500/NDGD-RTMA/
  3472  T2283     Undefi  31JAN17 17:25  GAT  68 2256   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1500/18JAN2017:1600/NDGD-RTMA/
  3473  T2286     Undefi  31JAN17 17:25  GAT  68 1537   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1600/18JAN2017:1700/NDGD-RTMA/
  3474  T2294     Undefi  31JAN17 17:25  GAT  67 2314   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1700/18JAN2017:1800/NDGD-RTMA/
  3475  T2298     Undefi  31JAN17 17:25  GAT  67    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1800/18JAN2017:1900/NDGD-RTMA/
  3476  T2300     Undefi  31JAN17 17:25  GAT  67    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:1900/18JAN2017:2000/NDGD-RTMA/
  3477  T2303     Undefi  31JAN17 17:25  GAT  67 1209   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:2000/18JAN2017:2100/NDGD-RTMA/
  3478  T2312     Undefi  31JAN17 17:25  GAT  66   89   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:2100/18JAN2017:2200/NDGD-RTMA/
  3479  T2315     Undefi  31JAN17 17:25  GAT  66  110   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:2200/18JAN2017:2300/NDGD-RTMA/
  3480  T2324     Undefi  31JAN17 17:25  GAT  66  288   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/18JAN2017:2300/18JAN2017:2400/NDGD-RTMA/
  3481  T2333     Undefi  31JAN17 17:25  GAT  66    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0000/19JAN2017:0100/NDGD-RTMA/
  3482  T2339     Undefi  31JAN17 17:25  GAT  65  177   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0100/19JAN2017:0200/NDGD-RTMA/
  3483  T2342     Undefi  31JAN17 17:25  GAT  65    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0200/19JAN2017:0300/NDGD-RTMA/
  3484  T2346     Undefi  31JAN17 17:25  GAT  65    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0300/19JAN2017:0400/NDGD-RTMA/
  3485  T2348     Undefi  31JAN17 17:25  GAT  65    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0400/19JAN2017:0500/NDGD-RTMA/
  3486  T2355     Undefi  31JAN17 17:25  GAT  64    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0500/19JAN2017:0600/NDGD-RTMA/
  3487  T2358     Undefi  31JAN17 17:25  GAT  64    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0600/19JAN2017:0700/NDGD-RTMA/
  3488  T2361     Undefi  31JAN17 17:25  GAT  64    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0700/19JAN2017:0800/NDGD-RTMA/
  3489  T2364     Undefi  31JAN17 17:25  GAT  64    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0800/19JAN2017:0900/NDGD-RTMA/
  3490  T2379     Undefi  31JAN17 17:25  GAT  63    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:0900/19JAN2017:1000/NDGD-RTMA/
  3491  T2388     Undefi  31JAN17 17:25  GAT  63    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1000/19JAN2017:1100/NDGD-RTMA/
  3492  T2391     Undefi  31JAN17 17:25  GAT  63    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1100/19JAN2017:1200/NDGD-RTMA/
  3493  T2394     Undefi  31JAN17 17:25  GAT  63    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1200/19JAN2017:1300/NDGD-RTMA/
  3494  T2401     Undefi  31JAN17 17:25  GAT  62  230   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1300/19JAN2017:1400/NDGD-RTMA/
  3495  T2404     Undefi  31JAN17 17:25  GAT  62  230   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1400/19JAN2017:1500/NDGD-RTMA/
  3496  T2407     Undefi  31JAN17 17:25  GAT  62    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1500/19JAN2017:1600/NDGD-RTMA/
  3497  T2410     Undefi  31JAN17 17:25  GAT  62    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1600/19JAN2017:1700/NDGD-RTMA/
  3498  T2418     Undefi  31JAN17 17:25  GAT  61   89   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1700/19JAN2017:1800/NDGD-RTMA/
  3499  T2422     Undefi  31JAN17 17:25  GAT  61    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1800/19JAN2017:1900/NDGD-RTMA/
  3500  T2424     Undefi  31JAN17 17:25  GAT  61    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:1900/19JAN2017:2000/NDGD-RTMA/
  3501  T2428     Undefi  31JAN17 17:25  GAT  61    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:2000/19JAN2017:2100/NDGD-RTMA/
  3502  T2434     Undefi  31JAN17 17:25  GAT  60    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:2100/19JAN2017:2200/NDGD-RTMA/
  3503  T2438     Undefi  31JAN17 17:25  GAT  60    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:2200/19JAN2017:2300/NDGD-RTMA/
  3504  T2440     Undefi  31JAN17 17:25  GAT  60    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/19JAN2017:2300/19JAN2017:2400/NDGD-RTMA/
  3505  T2456     Undefi  31JAN17 17:25  GAT  60    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0000/20JAN2017:0100/NDGD-RTMA/
  3506  T2463     Undefi  31JAN17 17:25  GAT  59    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0100/20JAN2017:0200/NDGD-RTMA/
  3507  T2466     Undefi  31JAN17 17:25  GAT  59    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0200/20JAN2017:0300/NDGD-RTMA/
  3508  T2469     Undefi  31JAN17 17:25  GAT  59    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0300/20JAN2017:0400/NDGD-RTMA/
  3509  T2473     Undefi  31JAN17 17:25  GAT  59    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0400/20JAN2017:0500/NDGD-RTMA/
  3510  T2477     Undefi  31JAN17 17:25  GAT  58    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0500/20JAN2017:0600/NDGD-RTMA/
  3511  T2480     Undefi  31JAN17 17:26  GAT  58    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0600/20JAN2017:0700/NDGD-RTMA/
  3512  T2483     Undefi  31JAN17 17:26  GAT  58    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0700/20JAN2017:0800/NDGD-RTMA/
  3513  T2486     Undefi  31JAN17 17:26  GAT  58    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0800/20JAN2017:0900/NDGD-RTMA/
  3514  T2506     Undefi  31JAN17 17:26  GAT  57    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:0900/20JAN2017:1000/NDGD-RTMA/
  3515  T2509     Undefi  31JAN17 17:26  GAT  57    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1000/20JAN2017:1100/NDGD-RTMA/
  3516  T2515     Undefi  31JAN17 17:26  GAT  57    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1100/20JAN2017:1200/NDGD-RTMA/
  3517  T2518     Undefi  31JAN17 17:26  GAT  57    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1200/20JAN2017:1300/NDGD-RTMA/
  3518  T2525     Undefi  31JAN17 17:26  GAT  56    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1300/20JAN2017:1400/NDGD-RTMA/
  3519  T2528     Undefi  31JAN17 17:26  GAT  56   83   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1400/20JAN2017:1500/NDGD-RTMA/
  3520  T2531     Undefi  31JAN17 17:26  GAT  56  827   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1500/20JAN2017:1600/NDGD-RTMA/
  3521  T2535     Undefi  31JAN17 17:26  GAT  56 1792   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1600/20JAN2017:1700/NDGD-RTMA/
  3522  T2542     Undefi  31JAN17 17:26  GAT  55 2081   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1700/20JAN2017:1800/NDGD-RTMA/
  3523  T2545     Undefi  31JAN17 17:26  GAT  55 3063   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1800/20JAN2017:1900/NDGD-RTMA/
  3524  T2548     Undefi  31JAN17 17:26  GAT  55 3224   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:1900/20JAN2017:2000/NDGD-RTMA/
  3525  T2552     Undefi  31JAN17 17:26  GAT  55 3361   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:2000/20JAN2017:2100/NDGD-RTMA/
  3526  T2564     Undefi  31JAN17 17:26  GAT  54 3069   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:2100/20JAN2017:2200/NDGD-RTMA/
  3527  T2566     Undefi  31JAN17 17:26  GAT  54 1478   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:2200/20JAN2017:2300/NDGD-RTMA/
  3528  T2569     Undefi  31JAN17 17:26  GAT  54 2387   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/20JAN2017:2300/20JAN2017:2400/NDGD-RTMA/
  3529  T2585     Undefi  31JAN17 17:26  GAT  54   55   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0000/21JAN2017:0100/NDGD-RTMA/
  3530  T2587     Undefi  31JAN17 17:26  GAT  54  743   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0100/21JAN2017:0200/NDGD-RTMA/
  3531  T2591     Undefi  31JAN17 17:26  GAT  54  370   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0200/21JAN2017:0300/NDGD-RTMA/
  3532  T2593     Undefi  31JAN17 17:26  GAT  54  168   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0300/21JAN2017:0400/NDGD-RTMA/
  3533  T2597     Undefi  31JAN17 17:26  GAT  54   21   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0400/21JAN2017:0500/NDGD-RTMA/
  3534  T2604     Undefi  31JAN17 17:26  GAT  53  851   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0500/21JAN2017:0600/NDGD-RTMA/
  3535  T2607     Undefi  31JAN17 17:26  GAT  53    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0600/21JAN2017:0700/NDGD-RTMA/
  3536  T2609     Undefi  31JAN17 17:26  GAT  53    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0700/21JAN2017:0800/NDGD-RTMA/
  3537  T2621     Undefi  31JAN17 17:26  GAT  53  118   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0800/21JAN2017:0900/NDGD-RTMA/
  3538  T2634     Undefi  31JAN17 17:26  GAT  52    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:0900/21JAN2017:1000/NDGD-RTMA/
  3539  T2636     Undefi  31JAN17 17:26  GAT  52    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:1000/21JAN2017:1100/NDGD-RTMA/
  3540  T2640     Undefi  31JAN17 17:26  GAT  52    1   /SHG/UPPER SUSQUEHANNA RIVER/PRECIP/21JAN2017:1100/21JAN2017:1200/NDGD-RTMA/
